Mutant;J30_1_1.dzn;J30_1_2.dzn;J30_1_3.dzn;J30_1_4.dzn;J30_1_5.dzn;J30_1_6.dzn;J30_1_7.dzn;J30_1_8.dzn;J30_1_9.dzn;J30_1_10.dzn;J30_2_1.dzn;J30_2_2.dzn;J30_2_3.dzn;J30_2_4.dzn;J30_2_5.dzn;J30_2_6.dzn;J30_2_7.dzn;J30_2_8.dzn;J30_2_9.dzn;J30_2_10.dzn;J30_3_1.dzn;J30_3_2.dzn;J30_3_3.dzn;J30_3_4.dzn;J30_3_5.dzn;J30_3_6.dzn;J30_3_7.dzn;J30_3_8.dzn;J30_3_9.dzn;J30_3_10.dzn;J30_4_1.dzn;J30_4_2.dzn;J30_4_3.dzn;J30_4_4.dzn;J30_4_5.dzn;J30_4_6.dzn;J30_4_7.dzn;J30_4_8.dzn;J30_4_9.dzn;J30_4_10.dzn;J30_5_1.dzn;J30_5_2.dzn;J30_5_3.dzn;J30_5_4.dzn;J30_5_5.dzn;J30_5_6.dzn;J30_5_7.dzn;J30_5_8.dzn;J30_5_9.dzn;J30_5_10.dzn;J30_6_1.dzn;J30_6_2.dzn;J30_6_3.dzn;J30_6_4.dzn;J30_6_5.dzn;J30_6_6.dzn;J30_6_7.dzn;J30_6_8.dzn;J30_6_9.dzn;J30_6_10.dzn;J30_7_1.dzn;J30_7_2.dzn;J30_7_3.dzn;J30_7_4.dzn;J30_7_5.dzn;J30_7_6.dzn;J30_7_7.dzn;J30_7_8.dzn;J30_7_9.dzn;J30_7_10.dzn;J30_8_1.dzn;J30_8_2.dzn;J30_8_3.dzn;J30_8_4.dzn;J30_8_5.dzn;J30_8_6.dzn;J30_8_7.dzn;J30_8_8.dzn;J30_8_9.dzn;J30_8_10.dzn;J30_9_1.dzn;J30_9_2.dzn;J30_9_3.dzn;J30_9_4.dzn;J30_9_5.dzn;J30_9_6.dzn;J30_9_7.dzn;J30_9_8.dzn;J30_9_9.dzn;J30_9_10.dzn;J30_10_1.dzn;J30_10_2.dzn;J30_10_3.dzn;J30_10_4.dzn;J30_10_5.dzn;J30_10_6.dzn;J30_10_7.dzn;J30_10_8.dzn;J30_10_9.dzn;J30_10_10.dzn;J30_11_1.dzn;J30_11_2.dzn;J30_11_3.dzn;J30_11_4.dzn;J30_11_5.dzn;J30_11_6.dzn;J30_11_7.dzn;J30_11_8.dzn;J30_11_9.dzn;J30_11_10.dzn;J30_12_1.dzn;J30_12_2.dzn;J30_12_3.dzn;J30_12_4.dzn;J30_12_5.dzn;J30_12_6.dzn;J30_12_7.dzn;J30_12_8.dzn;J30_12_9.dzn;J30_12_10.dzn;J30_13_1.dzn;J30_13_2.dzn;J30_13_3.dzn;J30_13_4.dzn;J30_13_5.dzn;J30_13_6.dzn;J30_13_7.dzn;J30_13_8.dzn;J30_13_9.dzn;J30_13_10.dzn;J30_14_1.dzn;J30_14_2.dzn;J30_14_3.dzn;J30_14_4.dzn;J30_14_5.dzn;J30_14_6.dzn;J30_14_7.dzn;J30_14_8.dzn;J30_14_9.dzn;J30_14_10.dzn;J30_15_1.dzn;J30_15_2.dzn;J30_15_3.dzn;J30_15_4.dzn;J30_15_5.dzn;J30_15_6.dzn;J30_15_7.dzn;J30_15_8.dzn;J30_15_9.dzn;J30_15_10.dzn;J30_16_1.dzn;J30_16_2.dzn;J30_16_3.dzn;J30_16_4.dzn;J30_16_5.dzn;J30_16_6.dzn;J30_16_7.dzn;J30_16_8.dzn;J30_16_9.dzn;J30_16_10.dzn;J30_17_1.dzn;J30_17_2.dzn;J30_17_3.dzn;J30_17_4.dzn;J30_17_5.dzn;J30_17_6.dzn;J30_17_7.dzn;J30_17_8.dzn;J30_17_9.dzn;J30_17_10.dzn;J30_18_1.dzn;J30_18_2.dzn;J30_18_3.dzn;J30_18_4.dzn;J30_18_5.dzn;J30_18_6.dzn;J30_18_7.dzn;J30_18_8.dzn;J30_18_9.dzn;J30_18_10.dzn;J30_19_1.dzn;J30_19_2.dzn;J30_19_3.dzn;J30_19_4.dzn;J30_19_5.dzn;J30_19_6.dzn;J30_19_7.dzn;J30_19_8.dzn;J30_19_9.dzn;J30_19_10.dzn;J30_20_1.dzn;J30_20_2.dzn;J30_20_3.dzn;J30_20_4.dzn;J30_20_5.dzn;J30_20_6.dzn;J30_20_7.dzn;J30_20_8.dzn;J30_20_9.dzn;J30_20_10.dzn;J30_21_1.dzn;J30_21_2.dzn;J30_21_3.dzn;J30_21_4.dzn;J30_21_5.dzn;J30_21_6.dzn;J30_21_7.dzn;J30_21_8.dzn;J30_21_9.dzn;J30_21_10.dzn;J30_22_1.dzn;J30_22_2.dzn;J30_22_3.dzn;J30_22_4.dzn;J30_22_5.dzn;J30_22_6.dzn;J30_22_7.dzn;J30_22_8.dzn;J30_22_9.dzn;J30_22_10.dzn;J30_23_1.dzn;J30_23_2.dzn;J30_23_3.dzn;J30_23_4.dzn;J30_23_5.dzn;J30_23_6.dzn;J30_23_7.dzn;J30_23_8.dzn;J30_23_9.dzn;J30_23_10.dzn;J30_24_1.dzn;J30_24_2.dzn;J30_24_3.dzn;J30_24_4.dzn;J30_24_5.dzn;J30_24_6.dzn;J30_24_7.dzn;J30_24_8.dzn;J30_24_9.dzn;J30_24_10.dzn;J30_25_1.dzn;J30_25_2.dzn;J30_25_3.dzn;J30_25_4.dzn;J30_25_5.dzn;J30_25_6.dzn;J30_25_7.dzn;J30_25_8.dzn;J30_25_9.dzn;J30_25_10.dzn;J30_26_1.dzn;J30_26_2.dzn;J30_26_3.dzn;J30_26_4.dzn;J30_26_5.dzn;J30_26_6.dzn;J30_26_7.dzn;J30_26_8.dzn;J30_26_9.dzn;J30_26_10.dzn;J30_27_1.dzn;J30_27_2.dzn;J30_27_3.dzn;J30_27_4.dzn;J30_27_5.dzn;J30_27_6.dzn;J30_27_7.dzn;J30_27_8.dzn;J30_27_9.dzn;J30_27_10.dzn;J30_28_1.dzn;J30_28_2.dzn;J30_28_3.dzn;J30_28_4.dzn;J30_28_5.dzn;J30_28_6.dzn;J30_28_7.dzn;J30_28_8.dzn;J30_28_9.dzn;J30_28_10.dzn;J30_29_1.dzn;J30_29_2.dzn;J30_29_3.dzn;J30_29_4.dzn;J30_29_5.dzn;J30_29_6.dzn;J30_29_7.dzn;J30_29_8.dzn;J30_29_9.dzn;J30_29_10.dzn;J30_30_1.dzn;J30_30_2.dzn;J30_30_3.dzn;J30_30_4.dzn;J30_30_5.dzn;J30_30_6.dzn;J30_30_7.dzn;J30_30_8.dzn;J30_30_9.dzn;J30_30_10.dzn;J30_31_1.dzn;J30_31_2.dzn;J30_31_3.dzn;J30_31_4.dzn;J30_31_5.dzn;J30_31_6.dzn;J30_31_7.dzn;J30_31_8.dzn;J30_31_9.dzn;J30_31_10.dzn;J30_32_1.dzn;J30_32_2.dzn;J30_32_3.dzn;J30_32_4.dzn;J30_32_5.dzn;J30_32_6.dzn;J30_32_7.dzn;J30_32_8.dzn;J30_32_9.dzn;J30_32_10.dzn;J30_33_1.dzn;J30_33_2.dzn;J30_33_3.dzn;J30_33_4.dzn;J30_33_5.dzn;J30_33_6.dzn;J30_33_7.dzn;J30_33_8.dzn;J30_33_9.dzn;J30_33_10.dzn;J30_34_1.dzn;J30_34_2.dzn;J30_34_3.dzn;J30_34_4.dzn;J30_34_5.dzn;J30_34_6.dzn;J30_34_7.dzn;J30_34_8.dzn;J30_34_9.dzn;J30_34_10.dzn;J30_35_1.dzn;J30_35_2.dzn;J30_35_3.dzn;J30_35_4.dzn;J30_35_5.dzn;J30_35_6.dzn;J30_35_7.dzn;J30_35_8.dzn;J30_35_9.dzn;J30_35_10.dzn;J30_36_1.dzn;J30_36_2.dzn;J30_36_3.dzn;J30_36_4.dzn;J30_36_5.dzn;J30_36_6.dzn;J30_36_7.dzn;J30_36_8.dzn;J30_36_9.dzn;J30_36_10.dzn;J30_37_1.dzn;J30_37_2.dzn;J30_37_3.dzn;J30_37_4.dzn;J30_37_5.dzn;J30_37_6.dzn;J30_37_7.dzn;J30_37_8.dzn;J30_37_9.dzn;J30_37_10.dzn;J30_38_1.dzn;J30_38_2.dzn;J30_38_3.dzn;J30_38_4.dzn;J30_38_5.dzn;J30_38_6.dzn;J30_38_7.dzn;J30_38_8.dzn;J30_38_9.dzn;J30_38_10.dzn;J30_39_1.dzn;J30_39_2.dzn;J30_39_3.dzn;J30_39_4.dzn;J30_39_5.dzn;J30_39_6.dzn;J30_39_7.dzn;J30_39_8.dzn;J30_39_9.dzn;J30_39_10.dzn;J30_40_1.dzn;J30_40_2.dzn;J30_40_3.dzn;J30_40_4.dzn;J30_40_5.dzn;J30_40_6.dzn;J30_40_7.dzn;J30_40_8.dzn;J30_40_9.dzn;J30_40_10.dzn;J30_41_1.dzn;J30_41_2.dzn;J30_41_3.dzn;J30_41_4.dzn;J30_41_5.dzn;J30_41_6.dzn;J30_41_7.dzn;J30_41_8.dzn;J30_41_9.dzn;J30_41_10.dzn;J30_42_1.dzn;J30_42_2.dzn;J30_42_3.dzn;J30_42_4.dzn;J30_42_5.dzn;J30_42_6.dzn;J30_42_7.dzn;J30_42_8.dzn;J30_42_9.dzn;J30_42_10.dzn;J30_43_1.dzn;J30_43_2.dzn;J30_43_3.dzn;J30_43_4.dzn;J30_43_5.dzn;J30_43_6.dzn;J30_43_7.dzn;J30_43_8.dzn;J30_43_9.dzn;J30_43_10.dzn;J30_44_1.dzn;J30_44_2.dzn;J30_44_3.dzn;J30_44_4.dzn;J30_44_5.dzn;J30_44_6.dzn;J30_44_7.dzn;J30_44_8.dzn;J30_44_9.dzn;J30_44_10.dzn;J30_45_1.dzn;J30_45_2.dzn;J30_45_3.dzn;J30_45_4.dzn;J30_45_5.dzn;J30_45_6.dzn;J30_45_7.dzn;J30_45_8.dzn;J30_45_9.dzn;J30_45_10.dzn;J30_46_1.dzn;J30_46_2.dzn;J30_46_3.dzn;J30_46_4.dzn;J30_46_5.dzn;J30_46_6.dzn;J30_46_7.dzn;J30_46_8.dzn;J30_46_9.dzn;J30_46_10.dzn;J30_47_1.dzn;J30_47_2.dzn;J30_47_3.dzn;J30_47_4.dzn;J30_47_5.dzn;J30_47_6.dzn;J30_47_7.dzn;J30_47_8.dzn;J30_47_9.dzn;J30_47_10.dzn;J30_48_1.dzn;J30_48_2.dzn;J30_48_3.dzn;J30_48_4.dzn;J30_48_5.dzn;J30_48_6.dzn;J30_48_7.dzn;J30_48_8.dzn;J30_48_9.dzn;J30_48_10.dzn;Result
mut-LE2NE-4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
mut-LE2GE-4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
mut-LT2NE-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mut-A2M-4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;1;1;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;1;0;1;1;0;1;1;0;0;1;1;0;1;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;1;0;0;1;1;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;1;1;1;1;1;0;1;1;0;0;0;0;0;1;0;1;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
mut-LE2GE-1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
mut-A2S-5;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;1;0;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
mut-LE2LT-1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;1;0;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;1;0;1;1;1;1;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
mut-GT2LT-1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;0;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;1;1;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;0;1;1;0;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1;0;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1
